pre_village,pre_parish,pre_district,GPS-Altitude,hhh_age,Time_to_collect_Water_for_Household_use_Minutes,Land_size_agriculture,Beans_total_yield,Irish_potatoes_total_yield,Cassava_total_yield,Sorghum_total_yield,Maize_total_yield,Millet_total_yield,Onions_total_yield,Sweet_potatoes_total_yield,Ground_Nuts_total_yield,Food_banana_total_yield,Coffee_total_yield,pre_cluster
Omurwambu,,Kanungu,1393.0,62.0,5.0,0.65,59.0,,,,,,,,,30.0,140.0,KIRI-KIHANDA
Rurama,,Kanungu,1514.0,30.0,30.0,0.25,,,,,,,,,,,,KIRI-KIHANDA
Rurama,,Kanungu,1489.0,64.0,30.0,1.5,20.0,,,,,,,,,10.0,,KIRI-KIHANDA
Rurama,,Kanungu,1551.0,34.0,5.0,0.25,50.0,,,,,,,,,,,KIRI-KIHANDA
Rurama,,Kanungu,1587.0,65.0,30.0,1.75,90.0,,,,,,,,,,,KIRI-KIHANDA
Rurama,,Kanungu,1490.0,18.0,10.0,0.25,,,,,,,,,,,,KIRI-KIHANDA
Rurama,,Kanungu,1627.0,33.0,120.0,0.0,30.0,,,,,,,,,10.0,,KIRI-KIHANDA
Rurama,,Kanungu,1588.0,71.0,30.0,0.9,100.0,,,,,,,,,0.0,,KIRI-KIHANDA
Rurama,,Kanungu,1475.0,30.0,20.0,0.89,45.0,,,,,,,,,5.0,,KIRI-KIHANDA
Rurama,,Kanungu,1447.0,35.0,60.0,0.988,30.0,,,,20.0,,,,,30.0,,KIRI-KIHANDA
Rurama,,Kanungu,1498.0,36.0,120.0,0.1,,,,,,,,,,,,KIRI-KIHANDA
Rurama,,Kanungu,1529.0,52.0,60.0,0.92,,,,,,,,,,0.0,,KIRI-KIHANDA
Rurama,,Kanungu,1513.0,50.0,60.0,0.45,50.0,,,,,,,,,,,KIRI-KIHANDA
Rutonde,,Kanungu,1382.0,63.0,30.0,0.0,,,,,,,,,,20.0,20.0,KIRI-KIHANDA
Rutonde,,Kanungu,1420.0,47.0,120.0,0.0,,,,,,,,,,60.0,,KIRI-KIHANDA
Rutonde,,Kanungu,1467.0,50.0,60.0,1.5,,,7.0,,,,,6.0,,240.0,50.0,KIRI-KIHANDA
Rutonde,,Kanungu,1445.0,33.0,40.0,0.0,,,,,,,,,,25.0,,KIRI-KIHANDA
Rutonde,,Kanungu,1460.0,37.0,30.0,0.0,,,,,,,,,,120.0,,KIRI-KIHANDA
Rutonde,,Kanungu,1469.0,56.0,15.0,0.0,,,,,,,,,,80.0,,KIRI-KIHANDA
Rutonde,,Kanungu,1475.0,30.0,30.0,1.0,45.0,,,,,,,,,,,KIRI-KIHANDA
Rutonde,,Kanungu,1494.0,43.0,10.0,8.25,90.0,,,,,,,,,,,KIRI-KIHANDA
Rutonde,,Kanungu,1505.0,37.0,10.0,0.25,,,,,,,,,,,,KIRI-KIHANDA
Rutonde,,Kanungu,1497.0,67.0,10.0,0.25,,,,,,,,,,40.0,,KIRI-KIHANDA
Rutonde,,Kanungu,1466.0,45.0,60.0,1.75,,,,,,,,,,,,KIRI-KIHANDA
Rutonde,,Kanungu,1469.0,50.0,3.0,0.25,,,,,,,,,,,,KIRI-KIHANDA
Rwendahi,,Kanungu,1318.0,40.0,10.0,1.0,,,,,,,,,,120.0,180.0,KIRI-KIHANDA
Rwendahi,,Kanungu,1302.0,59.0,10.0,0.4875,70.0,,,,130.0,,,,,48.0,30.0,KIRI-KIHANDA
Rwendahi,,Kanungu,1285.0,78.0,8.0,0.0,,,,,,,,,,,,KIRI-KIHANDA
Rwendahi,,Kanungu,1293.0,58.0,5.0,0.0,33.0,,,,30.0,,,,,12.0,50.0,KIRI-KIHANDA
Rwendahi,,Kanungu,1299.0,38.0,10.0,1.25,300.0,,,,400.0,,,,,36.0,200.0,KIRI-KIHANDA
Rwendahi,,Kanungu,1267.0,19.0,10.0,0.75,,,,,,,,,,,15.0,KIRI-KIHANDA
Rwendahi,,Kanungu,0.0,44.0,15.0,1.4,85.0,,,,,,,,,40.0,,KIRI-KIHANDA
Rwendahi,,Kanungu,1282.0,85.0,30.0,0.8,,,,,370.0,,,,,,15.0,KIRI-KIHANDA
Rwendahi,,Kanungu,1310.0,30.0,50.0,0.7,110.0,,,,40.0,,,7.0,,60.0,400.0,KIRI-KIHANDA
Rwendahi,,Kanungu,1318.0,57.0,30.0,2.5,,,,,130.0,,,,,,700.0,KIRI-KIHANDA
Rwendahi,,Kanungu,1304.0,40.0,30.0,0.7,125.0,,,,160.0,,,,,,15.0,KIRI-KIHANDA
Rwendahi,,Kanungu,1342.0,27.0,30.0,0.8,90.0,,,,,,,,,60.0,,KIRI-KIHANDA
Rwendahi,,Kanungu,1319.0,38.0,60.0,2.5,,,,,,,,,,120.0,400.0,KIRI-KIHANDA
Rwenkyende,,Kanungu,1438.0,58.0,60.0,1.0,220.0,,,,,,,13.0,,192.0,120.0,KIRI-KIHANDA
Rwenkyende,,Kanungu,1358.0,31.0,10.0,0.9875,45.0,,,,,,,,,240.0,40.0,KIRI-KIHANDA
Rwenkyende,,Kanungu,1373.0,28.0,5.0,1.25,50.0,,,,,,,,,72.0,,KIRI-KIHANDA
Rwenkyende,,Kanungu,1418.0,75.0,28.0,0.8,,,,,13.0,,,,,120.0,,KIRI-KIHANDA
Rwenkyende,,Kanungu,1438.0,38.0,4.0,0.8,,,,,,,,3.0,,160.0,15.0,KIRI-KIHANDA
Rwenkyende,,Kanungu,1409.0,38.0,5.0,0.25,50.0,,,,,,,,,30.0,5.0,KIRI-KIHANDA
Rwenkyende,,Kanungu,1366.0,55.0,30.0,0.8,,,,,,,,,,80.0,40.0,KIRI-KIHANDA
Rwenkyende,,Kanungu,1420.0,63.0,60.0,3.5,255.0,,,,290.0,,,,,200.0,960.0,KIRI-KIHANDA
Rwenkyende,,Kanungu,1443.0,35.0,30.0,0.8,65.0,,,,,,,,,40.0,4.0,KIRI-KIHANDA
Rwenkyende,,Kanungu,1406.0,43.0,60.0,0.25,110.0,,,,,,,,,192.0,20.0,KIRI-KIHANDA
Rwenkyende,,Kanungu,1394.0,42.0,3.0,2.75,,,,,,,,,,600.0,200.0,KIRI-KIHANDA
Rwenkyende,,Kanungu,1371.0,48.0,3.0,0.75,120.0,,,,40.0,,,,,240.0,40.0,KIRI-KIHANDA
Bweronde,,Kanungu,1348.0,45.0,10.0,2.8,30.0,,,,120.0,,,,,,,KAYO-KYESHERO
Bweronde,,Kanungu,1317.0,67.0,10.0,0.3,12.0,,,,200.0,90.0,,2.0,,10.0,180.0,KAYO-KYESHERO
Bweronde,,Kanungu,1317.0,48.0,20.0,2.8,17.0,,303.0,,,,,,98.0,15.0,200.0,KAYO-KYESHERO
Bweronde,,Kanungu,1297.0,86.0,15.0,4.75,170.0,,14.0,,380.0,140.0,,8.0,,130.0,160.0,KAYO-KYESHERO
Bweronde,,Kanungu,1309.0,43.0,15.0,1.8,,,140.0,,200.0,,,3.0,,6.0,,KAYO-KYESHERO
Bweronde,,Kanungu,1303.0,46.0,5.0,1.8,22.0,,1.0,,110.0,70.0,,2.0,,6.0,50.0,KAYO-KYESHERO
Bweronde,,Kanungu,1272.0,50.0,6.0,0.65,25.0,,,,,,,,,,50.0,KAYO-KYESHERO
Bweronde,,Kanungu,1273.0,48.0,60.0,0.4,,,,,,40.0,,,,,80.0,KAYO-KYESHERO
Bweronde,,Kanungu,1303.0,29.0,20.0,0.45,,,,,,,,,,,120.0,KAYO-KYESHERO
Bweronde,,Kanungu,1292.0,60.0,20.0,0.9,,,,,,144.0,,,,,100.0,KAYO-KYESHERO
Bweronde,,Kanungu,1294.0,44.0,10.0,1.15,,,,,,230.0,,,,120.0,200.0,KAYO-KYESHERO
Bweronde,,Kanungu,1272.0,35.0,15.0,0.65,50.0,,,,,,,,,,25.0,KAYO-KYESHERO
Kakureijo,,Kanungu,1230.0,48.0,30.0,0.25,,,,,,,,,,,,KAYO-KYESHERO
Kakureijo,,Kanungu,1233.0,38.0,10.0,0.0,,,,,,,,,,,,KAYO-KYESHERO
Kakureijo,,Kanungu,1270.0,33.0,20.0,0.25,30.0,,,,,,,,,,,KAYO-KYESHERO
Kakureijo,,Kanungu,1268.0,42.0,30.0,4.75,,,,,,,,,,,,KAYO-KYESHERO
Kakureijo,,Kanungu,1238.0,59.0,60.0,0.28,50.0,,,,,,,,,,,KAYO-KYESHERO
Kakureijo,,Kanungu,1261.0,55.0,40.0,0.75,58.0,,,,,,,,,,,KAYO-KYESHERO
Kakureijo,,Kanungu,1278.0,36.0,30.0,0.0,,,,,,,,,,,0.0,KAYO-KYESHERO
Kakureijo,,Kanungu,1212.0,66.0,60.0,0.0,,,,,,,,,,,24.0,KAYO-KYESHERO
Kakureijo,,Kanungu,1226.0,45.0,40.0,1.0,,,,,,,,,,,,KAYO-KYESHERO
Kakureijo,,Kanungu,1231.0,28.0,30.0,0.0,,,,,,,,,,,,KAYO-KYESHERO
Kakureijo,,Kanungu,1223.0,53.0,30.0,0.5,100.0,,,,,130.0,,,,,80.0,KAYO-KYESHERO
Kakureijo,,Kanungu,1248.0,37.0,5.0,6.5,,,,,,,,,,,1400.0,KAYO-KYESHERO
Kashenyi,,Kanungu,1633.0,33.0,60.0,1.475,320.0,,,,170.0,,,,,,,KAYO-KYESHERO
Kashenyi,,Kanungu,1609.0,35.0,120.0,0.0,,,,,,,,,,,,KAYO-KYESHERO
Kashenyi,,Kanungu,1643.0,23.0,60.0,1.475,60.0,,,,,,,,,,,KAYO-KYESHERO
Kashenyi,,Kanungu,1459.0,28.0,60.0,0.0,15.0,,,,,,,,,,,KAYO-KYESHERO
Kashenyi,,Kanungu,1519.0,27.0,60.0,0.225,400.0,,,,,,,,,,,KAYO-KYESHERO
Kashenyi,,Kanungu,1238.0,25.0,60.0,1.475,,,,,,,,,,120.0,,KAYO-KYESHERO
Kashenyi,,Kanungu,1530.0,52.0,180.0,0.0,,,,,,,,,,,,KAYO-KYESHERO
Kashenyi,,Kanungu,1458.0,22.0,180.0,0.75,,,,,,,,,,,70.0,KAYO-KYESHERO
Kashenyi,,Kanungu,1473.0,35.0,180.0,0.75,,,,,,,,,,,50.0,KAYO-KYESHERO
Kashenyi,,Kanungu,1469.0,50.0,180.0,1.25,,,,,,,,,,,40.0,KAYO-KYESHERO
Kashenyi,,Kanungu,1381.0,32.0,180.0,0.0,,,,,,,,,,,100.0,KAYO-KYESHERO
Kashenyi,,Kanungu,1397.0,60.0,90.0,1.75,,,,,,,,,,,,KAYO-KYESHERO
Katiba,,Kanungu,1536.0,27.0,30.0,0.225,,,,,,,,,,,,KAYO-KYESHERO
Katiba,,Kanungu,1546.0,36.0,30.0,0.225,,,20.0,,,,,,,,,KAYO-KYESHERO
Katiba,,Kanungu,1441.0,23.0,30.0,1.0,350.0,,,,250.0,,,,,,,KAYO-KYESHERO
Katiba,,Kanungu,1488.0,35.0,60.0,0.475,160.0,,,,,,,,,,,KAYO-KYESHERO
Katiba,,Kanungu,1472.0,50.0,60.0,1.475,140.0,,,,,,,,,20.0,,KAYO-KYESHERO
Katiba,,Kanungu,1425.0,38.0,180.0,0.75,105.0,,,,,108.0,,,,,40.0,KAYO-KYESHERO
Katiba,,Kanungu,1417.0,65.0,60.0,0.25,,,,,,,,,,100.0,,KAYO-KYESHERO
Katiba,,Kanungu,1420.0,50.0,90.0,1.5,,,,,,,,,,,,KAYO-KYESHERO
Katiba,,Kanungu,1428.0,67.0,120.0,0.0,,,,,,,,,,,28.0,KAYO-KYESHERO
Katiba,,Kanungu,1427.0,76.0,120.0,1.0,200.0,,,,,35.0,,,,,300.0,KAYO-KYESHERO
Katiba,,Kanungu,1499.0,45.0,180.0,0.0,,,,,,,,,,,24.0,KAYO-KYESHERO
Katiba,,Kanungu,1445.0,30.0,120.0,1.79,,,,,,,,,,,20.0,KAYO-KYESHERO
Kyeshero Central,,Kanungu,1281.0,70.0,60.0,0.1875,,,,,,,,,,10.0,,KAYO-KYESHERO
Kyeshero Central,,Kanungu,1265.0,80.0,15.0,0.475,,,,,,,,,,48.0,,KAYO-KYESHERO
Kyeshero Central,,Kanungu,1300.0,49.0,10.0,1.25,,,,,,,,,,240.0,200.0,KAYO-KYESHERO
Kyeshero Central,,Kanungu,1287.0,43.0,3.0,2.475,,,,,,,,,,,,KAYO-KYESHERO
Kyeshero Central,,Kanungu,1248.0,41.0,15.0,1.75,250.0,,,,400.0,,,,,,,KAYO-KYESHERO
Kyeshero Central,,Kanungu,1289.0,35.0,30.0,1.975,60.0,,,,,,,,,15.0,5.0,KAYO-KYESHERO
Kyeshero Central,,Kanungu,1284.0,48.0,30.0,1.975,70.0,,,,,,,,,15.0,5.0,KAYO-KYESHERO
Kyeshero Central,,Kanungu,1307.0,62.0,30.0,1.975,65.0,,,,,,,,,10.0,5.0,KAYO-KYESHERO
Kyeshero Central,,Kanungu,1334.0,50.0,60.0,1.975,65.0,,,,,100.0,,,,5.0,,KAYO-KYESHERO
Kyeshero Central,,Kanungu,1312.0,24.0,60.0,2.975,75.0,,,,,,,,,15.0,3.0,KAYO-KYESHERO
Kyeshero Central,,Kanungu,1292.0,45.0,60.0,2.975,60.0,,,,,90.0,,,,15.0,5.0,KAYO-KYESHERO
Kyeshero Central,,Kanungu,1284.0,23.0,60.0,0.975,,,,,,,,,,,,KAYO-KYESHERO
Kyeshero Central,,Kanungu,1236.0,33.0,60.0,1.975,65.0,,,,,,,,,,,KAYO-KYESHERO
Mboha,,Kanungu,1328.0,35.0,15.0,1.9,17.0,,,,19.0,,,,,0.0,0.0,KAYO-KYESHERO
Mboha,,Kanungu,1289.0,48.0,10.0,0.75,,,,,,,,,,,,KAYO-KYESHERO
Mboha,,Kanungu,1305.0,60.0,30.0,1.75,,,,,,,,,,,,KAYO-KYESHERO
Mboha,,Kanungu,1285.0,74.0,30.0,0.75,,,,,,,,,,,,KAYO-KYESHERO
Mboha,,Kanungu,1299.0,51.0,10.0,0.33,70.0,,,,6.0,,,,,,,KAYO-KYESHERO
Mboha,,Kanungu,1312.0,54.0,10.0,1.75,,,,,,,,,,,,KAYO-KYESHERO
Mboha,,Kanungu,1311.0,71.0,20.0,2.9,,,,,,,,,,3.0,0.0,KAYO-KYESHERO
Mboha,,Kanungu,1302.0,30.0,60.0,2.0,,,,,,,,,,,,KAYO-KYESHERO
Mboha,,Kanungu,1320.0,50.0,30.0,1.35,71.0,,24.0,,60.0,40.0,,,,,0.0,KAYO-KYESHERO
Mboha,,Kanungu,1315.0,22.0,30.0,1.25,35.0,,,,,,,,,6.0,,KAYO-KYESHERO
Mboha,,Kanungu,1305.0,69.0,60.0,0.4,,,,,,,,,,,,KAYO-KYESHERO
Mboha,,Kanungu,1371.0,29.0,10.0,1.4,74.0,,,,40.0,60.0,,,,5.0,0.0,KAYO-KYESHERO
Nyakishojwa,,Kanungu,1195.0,46.0,60.0,0.0,,,,,,,,,,,,KAYO-KYESHERO
Nyakishojwa,,Kanungu,1178.0,62.0,60.0,0.6,,,,,,,,,,,,KAYO-KYESHERO
Nyakishojwa,,Kanungu,1220.0,43.0,10.0,0.8,100.0,,,,,,,,,80.0,,KAYO-KYESHERO
Nyakishojwa,,Kanungu,1220.0,34.0,60.0,0.0,,,,,,,,,,,,KAYO-KYESHERO
Nyakishojwa,,Kanungu,1230.0,34.0,60.0,0.0,50.0,,,,,,,,,,,KAYO-KYESHERO
Nyakishojwa,,Kanungu,1218.0,54.0,60.0,0.0,,,,,,,,,,,,KAYO-KYESHERO
Nyakishojwa,,Kanungu,1226.0,60.0,60.0,0.43,65.0,,,,,,,,,35.0,30.0,KAYO-KYESHERO
Nyakishojwa,,Kanungu,1237.0,80.0,60.0,0.9,60.0,,,30.0,,,,9.0,,40.0,8.0,KAYO-KYESHERO
Nyakishojwa,,Kanungu,1207.0,30.0,30.0,0.15,80.0,,,,,,,,,15.0,15.0,KAYO-KYESHERO
Nyakishojwa,,Kanungu,1229.0,54.0,60.0,3.3,,,,,,,,,,20.0,100.0,KAYO-KYESHERO
Nyakishojwa,,Kanungu,1239.0,30.0,50.0,0.15,40.0,,,,,100.0,,,23.0,30.0,10.0,KAYO-KYESHERO
Nyakishojwa,,Kanungu,1246.0,55.0,45.0,1.85,55.0,,,,,45.0,,,,0.0,200.0,KAYO-KYESHERO
Nyamirambi,,Kanungu,1233.0,41.0,40.0,3.8,,,,,,,,,,120.0,500.0,KAYO-KYESHERO
Nyamirambi,,Kanungu,1337.0,47.0,40.0,0.5,80.0,,14.0,,,,,,,,70.0,KAYO-KYESHERO
Nyamirambi,,Kanungu,1337.0,58.0,40.0,1.85,100.0,,,,,,,,,,,KAYO-KYESHERO
Nyamirambi,,Kanungu,1337.0,57.0,40.0,1.15,,,,,,,,,,,,KAYO-KYESHERO
Nyamirambi,,Kanungu,1298.0,76.0,35.0,2.35,,,,,,,,,,100.0,150.0,KAYO-KYESHERO
Nyamirambi,,Kanungu,1304.0,32.0,45.0,0.1,,,,,,,,,,15.0,,KAYO-KYESHERO
Nyamirambi,,Kanungu,1315.0,63.0,30.0,4.8,130.0,,46.0,,,,,7.0,27.0,70.0,400.0,KAYO-KYESHERO
Nyamirambi,,Kanungu,1302.0,36.0,120.0,0.5,,,,,,,,,8.0,,160.0,KAYO-KYESHERO
Nyamirambi,,Kanungu,1314.0,30.0,60.0,0.4,,,,,,,,,,,150.0,KAYO-KYESHERO
Nyamirambi,,Kanungu,1296.0,53.0,60.0,4.8,120.0,,,,,,,19.0,,,,KAYO-KYESHERO
Nyamirambi,,Kanungu,1297.0,40.0,30.0,0.15,,,,,,,,,,7.0,,KAYO-KYESHERO
Nyamirambi,,Kanungu,1315.0,28.0,45.0,0.4,,,,,,,,,,,60.0,KAYO-KYESHERO
Buhoma,,Kanungu,1397.0,51.0,5.0,1.9,,,,,,,,,,360.0,50.0,KAYO-MUKONO
Buhoma,,Kanungu,1431.0,40.0,15.0,1.4,20.0,,,,,,,,,24.0,40.0,KAYO-MUKONO
Buhoma,,Kanungu,1462.0,42.0,40.0,0.45,48.0,,,,,,,,,100.0,60.0,KAYO-MUKONO
Buhoma,,Kanungu,1410.0,36.0,5.0,0.9,,,,,,,,,,150.0,,KAYO-MUKONO
Buhoma,,Kanungu,1410.0,78.0,5.0,1.9,,,,,,,,,,180.0,,KAYO-MUKONO
Buhoma,,Kanungu,1415.0,39.0,10.0,0.65,,,,,,,,,,12.0,,KAYO-MUKONO
Buhoma,,Kanungu,1451.0,46.0,5.0,0.8,95.0,,2.0,,,,,5.0,,12.0,10.0,KAYO-MUKONO
Buhoma,,Kanungu,1440.0,31.0,3.0,6.8,190.0,,,,,110.0,,7.0,,,,KAYO-MUKONO
Buhoma,,Kanungu,1447.0,76.0,5.0,5.8,,,11.0,,,,,7.0,,150.0,40.0,KAYO-MUKONO
Buhoma,,Kanungu,1452.0,56.0,5.0,1.8,,,250.0,,,,,,80.0,10.0,40.0,KAYO-MUKONO
Buhoma,,Kanungu,1443.0,42.0,20.0,0.8,,,,,,,,,,60.0,,KAYO-MUKONO
Buhoma,,Kanungu,1460.0,26.0,10.0,0.375,,,,,,,,,,26.0,,KAYO-MUKONO
Iraaro,,Kanungu,1524.0,45.0,80.0,6.9,,,13.0,,,260.0,,15.0,,,,KAYO-MUKONO
Iraaro,,Kanungu,1480.0,78.0,60.0,5.8,,,,,,,,,,80.0,120.0,KAYO-MUKONO
Iraaro,,Kanungu,1361.0,42.0,20.0,0.8,14.0,,2.0,,,,,,,,,KAYO-MUKONO
Iraaro,,Kanungu,1262.0,39.0,40.0,0.1,,,,,,,,,,,,KAYO-MUKONO
Iraaro,,Kanungu,1510.0,37.0,240.0,2.85,,,0.0,,,,,,,240.0,200.0,KAYO-MUKONO
Iraaro,,Kanungu,1407.0,27.0,120.0,2.9,,,,,,,,,,60.0,120.0,KAYO-MUKONO
Iraaro,,Kanungu,1372.0,23.0,60.0,0.0,,,,,,,,,,,,KAYO-MUKONO
Iraaro,,Kanungu,1371.0,29.0,45.0,1.4,,,,,,,,,,0.0,,KAYO-MUKONO
Kanyamisinga,,Kanungu,1422.0,39.0,10.0,1.75,,,,,,,,,,,,KAYO-MUKONO
Kanyamisinga,,Kanungu,1427.0,34.0,30.0,0.75,,,,,,31.0,,,,,,KAYO-MUKONO
Kanyamisinga,,Kanungu,1416.0,51.0,30.0,0.75,48.0,,,,,,,,,5.0,,KAYO-MUKONO
Kanyamisinga,,Kanungu,1495.0,35.0,30.0,1.75,,,,,,,,,,6.0,,KAYO-MUKONO
Kanyamisinga,,Kanungu,1412.0,55.0,30.0,0.75,,,,,,,,,,,,KAYO-MUKONO
Kanyamisinga,,Kanungu,1388.0,32.0,10.0,4.85,,,,,,,,11.0,,,,KAYO-MUKONO
Kanyamisinga,,Kanungu,1373.0,35.0,15.0,0.4,,,,,,,,,,,,KAYO-MUKONO
Kanyamisinga,,Kanungu,1410.0,47.0,30.0,1.63,,,,,,,,,,,,KAYO-MUKONO
Kanyamisinga,,Kanungu,1416.0,40.0,30.0,0.4,,,,,,,,36.0,,,,KAYO-MUKONO
Kanyamisinga,,Kanungu,1377.0,42.0,10.0,0.15,18.0,,,,,,,6.0,,,,KAYO-MUKONO
Kanyashande,,Kanungu,1376.0,40.0,30.0,0.0,,,,,,,,,,,,KAYO-MUKONO
Kanyashande,,Kanungu,1404.0,39.0,30.0,1.75,,,,,,,,,,,,KAYO-MUKONO
Kanyashande,,Kanungu,1411.0,85.0,30.0,1.5,,,,,,,,,,24.0,80.0,KAYO-MUKONO
Kanyashande,,Kanungu,1412.0,25.0,60.0,2.5,,,,,,,,,,70.0,60.0,KAYO-MUKONO
Kanyashande,,Kanungu,1376.0,55.0,60.0,0.0,,,,,,,,,,,,KAYO-MUKONO
Kanyashande,,Kanungu,1403.0,41.0,30.0,3.5,,,2.0,,,100.0,,,,50.0,150.0,KAYO-MUKONO
Kanyashande,,Kanungu,1386.0,42.0,10.0,0.5,,,,,,,,,,,,KAYO-MUKONO
Kanyashande,,Kanungu,1392.0,26.0,30.0,0.0,,,,,,,,,,,,KAYO-MUKONO
Kanyashande,,Kanungu,1356.0,35.0,30.0,0.125,,,,,,,,,,,,KAYO-MUKONO
Kanyashande,,Kanungu,1392.0,58.0,30.0,0.33,,,,,32.0,,,,,,,KAYO-MUKONO
Kanyashande,,Kanungu,1406.0,28.0,10.0,0.0,,,,,,,,,,,,KAYO-MUKONO
Kanyashande,,Kanungu,1430.0,38.0,30.0,2.0,,,,,,,,,,,,KAYO-MUKONO
Kashebeya,,Kanungu,1420.0,55.0,60.0,1.9,30.0,,,,,,,,,180.0,70.0,KAYO-MUKONO
Kashebeya,,Kanungu,1410.0,26.0,40.0,0.9,74.0,,,,,,,,,80.0,90.0,KAYO-MUKONO
Kashebeya,,Kanungu,1444.0,67.0,120.0,0.4,,,,,,,,,,90.0,80.0,KAYO-MUKONO
Kashebeya,,Kanungu,1387.0,73.0,40.0,1.65,60.0,,,,68.0,90.0,,,,8.0,50.0,KAYO-MUKONO
Kashebeya,,Kanungu,1405.0,28.0,40.0,0.2,,,,,,,,,,96.0,100.0,KAYO-MUKONO
Kashebeya,,Kanungu,1498.0,56.0,120.0,0.65,100.0,,,,,110.0,,,,150.0,60.0,KAYO-MUKONO
Kashebeya,,Kanungu,1410.0,47.0,30.0,0.125,100.0,,10.0,,,,,3.5,,6.0,50.0,KAYO-MUKONO
Kashebeya,,Kanungu,1420.0,78.0,40.0,0.3,65.0,,2.5,,160.0,,,3.0,,10.0,30.0,KAYO-MUKONO
Kashebeya,,Kanungu,1394.0,35.0,30.0,0.8,55.0,,,,,,,3.5,,20.0,150.0,KAYO-MUKONO
Kashebeya,,Kanungu,1375.0,54.0,30.0,0.38,,,,,,200.0,,4.0,,,,KAYO-MUKONO
Kyumbuguchu,,Kanungu,1388.0,22.0,10.0,0.75,,,,,,170.0,,,,,,KAYO-MUKONO
Kyumbuguchu,,Kanungu,1441.0,50.0,10.0,0.75,145.0,,,,,,,,,,,KAYO-MUKONO
Kyumbuguchu,,Kanungu,1407.0,32.0,30.0,0.25,,,,,,,,,,,,KAYO-MUKONO
Kyumbuguchu,,Kanungu,1362.0,24.0,20.0,0.29,,,,,,,,2.0,,,,KAYO-MUKONO
Kyumbuguchu,,Kanungu,1396.0,38.0,10.0,0.28,,,,,,,,4.5,,,,KAYO-MUKONO
Kyumbuguchu,,Kanungu,1400.0,40.0,10.0,1.0,,,,,,,,,,,,KAYO-MUKONO
Kyumbuguchu,,Kanungu,1384.0,24.0,20.0,0.0,,,,,,,,,,,,KAYO-MUKONO
Kyumbuguchu,,Kanungu,1452.0,47.0,60.0,1.975,85.0,,,,,,,,,,,KAYO-MUKONO
Kyumbuguchu,,Kanungu,1355.0,32.0,20.0,0.25,,,,,,,,,,,,KAYO-MUKONO
Kyumbuguchu,,Kanungu,1485.0,63.0,30.0,1.975,95.0,,,,,,,,,20.0,2.0,KAYO-MUKONO
Kyumbuguchu,,Kanungu,1351.0,30.0,30.0,1.25,,,,,,,,,,,,KAYO-MUKONO
Kyumbuguchu,,Kanungu,1629.0,35.0,60.0,1.975,50.0,,,,,,,,,10.0,,KAYO-MUKONO
Mukongoro,,Kanungu,1558.0,27.0,120.0,1.975,85.0,,,,,,,,,15.0,2.0,KAYO-MUKONO
Mukongoro,,Kanungu,1530.0,25.0,60.0,2.975,31.0,,,,,,,,,15.0,1.0,KAYO-MUKONO
Mukongoro,,Kanungu,1801.0,54.0,120.0,0.975,,,,,,55.0,,,,5.0,30.0,KAYO-MUKONO
Mukongoro,,Kanungu,1366.0,28.0,60.0,0.0,77.0,,,,,,,,,,,KAYO-MUKONO
Mukongoro,,Kanungu,1567.0,65.0,60.0,0.025,45.0,,,,,,,,,,,KAYO-MUKONO
Mukongoro,,Kanungu,1465.0,60.0,120.0,1.975,,,,,,,,,,,1.0,KAYO-MUKONO
Mukongoro,,Kanungu,1534.0,48.0,60.0,2.975,,,,,,,,,,,3.0,KAYO-MUKONO
Mukongoro,,Kanungu,1499.0,33.0,120.0,0.975,70.0,,,,70.0,,,,,5.0,30.0,KAYO-MUKONO
Mukongoro,,Kanungu,1512.0,32.0,40.0,1.975,140.0,,,,70.0,,,,,,,KAYO-MUKONO
Mukongoro,,Kanungu,1532.0,55.0,40.0,0.975,90.0,,4.0,,,,,,,,,KAYO-MUKONO
Mukongoro,,Kanungu,1517.0,53.0,30.0,0.475,18.0,,1.0,,,,,,,,,KAYO-MUKONO
Mukongoro,,Kanungu,1544.0,21.0,40.0,0.125,,,,,,,,,,,,KAYO-MUKONO
Mukongoro,,Kanungu,1579.0,39.0,90.0,0.25,,,,,,,,,,10.0,100.0,KAYO-MUKONO
Mukono,,Kanungu,1562.0,36.0,20.0,4.3,,,,,,,,,,200.0,0.0,KAYO-MUKONO
Mukono,,Kanungu,1440.0,43.0,60.0,0.9,24.0,,,,13.0,,,,,,80.0,KAYO-MUKONO
Mukono,,Kanungu,1343.0,60.0,10.0,0.35,,,,,,,,,,,,KAYO-MUKONO
Mukono,,Kanungu,1343.0,40.0,15.0,0.1,,,,,,,,,,,,KAYO-MUKONO
Mukono,,Kanungu,1447.0,50.0,3.0,1.85,,,,,,,,16.0,,,,KAYO-MUKONO
Mukono,,Kanungu,1409.0,30.0,60.0,0.1,,,,,,,,,,,,KAYO-MUKONO
Mukono,,Kanungu,1399.0,55.0,60.0,2.8,45.0,,,,,,,,,80.0,30.0,KAYO-MUKONO
Mukono,,Kanungu,1404.0,54.0,10.0,2.75,65.0,,21.0,,60.0,,,,,240.0,,KAYO-MUKONO
Mukono,,Kanungu,1404.0,72.0,50.0,0.65,,,,,,,,,,,,KAYO-MUKONO
Mukono,,Kanungu,0.0,46.0,10.0,7.5,,,,,,,,,,600.0,1000.0,KAYO-MUKONO
